Item Name,Description,Price,Type,Cuisine,Restaurant Name,Location,Rating,Veg/Non-Veg,Discount
Milkshake,Thick and creamy milk-based drink.,174,Beverage,American,Restaurant H,Delhi,3.9,Non-Veg,20% off
Margarita,Refreshing lime and tequila cocktail.,277,Beverage,Mexican,Restaurant H,Hyderabad,3.6,Non-Veg,7% off
Mexican Rice,Rice cooked with tomatoes and spices.,232,Main Course,Mexican,Restaurant A,Delhi,3.6,Non-Veg,5% off
Milkshake,Thick and creamy milk-based drink.,355,Beverage,American,Restaurant H,Chennai,3.6,Non-Veg,10% off
Chocolate Shake,Rich and creamy chocolate drink.,391,Beverage,American,Restaurant H,Bangalore,3.6,Non-Veg,18% off
Masala Dosa,South Indian rice pancake with masala.,116,Snack,Indian,Restaurant B,Mumbai,4.8,Non-Veg,22% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,354,Beverage,American,Restaurant B,Hyderabad,3.8,Non-Veg,5% off
Cheeseburger,Juicy beef patty with melted cheese.,354,Main Course,American,Restaurant E,Bangalore,3.8,Non-Veg,26% off
Fish Curry,Fish cooked in coconut milk.,435,Main Course,Indian,Restaurant D,Chennai,4.8,Non-Veg,25% off
Chicken Burger,Crispy chicken patty in a bun.,319,Snack,American,Restaurant G,Bangalore,3.3,Non-Veg,5% off
Nachos,Tortilla chips topped with melted cheese and salsa.,383,Snack,Mexican,Restaurant B,Mumbai,3.3,Non-Veg,29% off
Dal Tadka,Yellow lentils tempered with spices.,315,Main Course,Indian,Restaurant G,Bangalore,3.9,Non-Veg,28% off
Quesadilla,Grilled tortilla with melted cheese filling.,196,Snack,Mexican,Restaurant B,Hyderabad,3.3,Non-Veg,22% off
Dal Tadka,Yellow lentils tempered with spices.,367,Main Course,Indian,Restaurant B,Mumbai,3.3,Non-Veg,7% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",236,Main Course,Mexican,Restaurant C,Hyderabad,3.6,Non-Veg,29% off
Churros,Fried dough pastry dusted with sugar.,297,Dessert,Mexican,Restaurant I,Delhi,3.3,Non-Veg,30% off
Butter Naan,Soft bread with butter.,190,Main Course,Indian,Restaurant E,Chennai,3.3,Non-Veg,25% off
Chicken Biryani,Spicy and flavorful.,386,Main Course,Indian,Restaurant H,Bangalore,3.3,Non-Veg,18% off
Margarita,Refreshing lime and tequila cocktail.,161,Beverage,Mexican,Restaurant C,Hyderabad,3.9,Non-Veg,7% off
Nachos,Tortilla chips topped with melted cheese and salsa.,334,Snack,Mexican,Restaurant A,Chennai,3.9,Non-Veg,24% off
Masala Dosa,South Indian rice pancake with masala.,258,Snack,Indian,Restaurant G,Bangalore,3.6,Non-Veg,8% off
Mexican Rice,Rice cooked with tomatoes and spices.,383,Main Course,Mexican,Restaurant J,Bangalore,3.9,Non-Veg,6% off
Mexican Rice,Rice cooked with tomatoes and spices.,235,Main Course,Mexican,Restaurant D,Chennai,3.3,Non-Veg,27% off
Quesadilla,Grilled tortilla with melted cheese filling.,299,Snack,Mexican,Restaurant A,Chennai,3.3,Non-Veg,28% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",385,Main Course,Mexican,Restaurant A,Mumbai,3.7,Non-Veg,20% off
Cheeseburger,Juicy beef patty with melted cheese.,345,Main Course,American,Restaurant E,Delhi,3.6,Non-Veg,25% off
Nachos,Tortilla chips topped with melted cheese and salsa.,424,Snack,Mexican,Restaurant G,Mumbai,3.7,Non-Veg,12% off
Lassi,Sweet yogurt-based drink.,467,Beverage,Indian,Restaurant I,Hyderabad,3.6,Non-Veg,26% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",219,Main Course,Mexican,Restaurant H,Delhi,3.6,Non-Veg,21% off
Pancakes,Fluffy breakfast pancakes with syrup.,392,Dessert,American,Restaurant A,Hyderabad,3.6,Non-Veg,17% off
Chocolate Shake,Rich and creamy chocolate drink.,267,Beverage,American,Restaurant G,Hyderabad,3.6,Non-Veg,26% off
Guacamole,Mashed avocado dip with lime and salt.,476,Snack,Mexican,Restaurant A,Delhi,3.4,Non-Veg,26% off
Fish Curry,Fish cooked in coconut milk.,457,Main Course,Indian,Restaurant A,Chennai,3.9,Non-Veg,14% off
Pancakes,Fluffy breakfast pancakes with syrup.,396,Dessert,American,Restaurant E,Mumbai,3.3,Non-Veg,12% off
Nachos,Tortilla chips topped with melted cheese and salsa.,196,Snack,Mexican,Restaurant I,Bangalore,3.4,Non-Veg,13% off
Hot Dog,Sausage served in a sliced bun.,368,Snack,American,Restaurant F,Hyderabad,3.4,Non-Veg,20% off
Apple Pie,Classic American dessert with spiced apples.,118,Dessert,American,Restaurant H,Hyderabad,3.7,Non-Veg,13% off
Pancakes,Fluffy breakfast pancakes with syrup.,264,Dessert,American,Restaurant D,Chennai,3.8,Non-Veg,9% off
Churros,Fried dough pastry dusted with sugar.,466,Dessert,Mexican,Restaurant I,Delhi,3.9,Non-Veg,29% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,441,Beverage,American,Restaurant I,Delhi,3.6,Non-Veg,12% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",234,Main Course,Mexican,Restaurant H,Hyderabad,3.6,Non-Veg,30% off
Hot Dog,Sausage served in a sliced bun.,119,Snack,American,Restaurant H,Chennai,3.6,Non-Veg,10% off
Milkshake,Thick and creamy milk-based drink.,301,Beverage,American,Restaurant B,Hyderabad,3.7,Non-Veg,19% off
Nachos,Tortilla chips topped with melted cheese and salsa.,162,Snack,Mexican,Restaurant F,Bangalore,3.6,Non-Veg,6% off
Fajitas,Grilled meat and vegetables served on tortillas.,435,Main Course,Mexican,Restaurant D,Delhi,3.9,Non-Veg,18% off
Tacos,Corn tortilla filled with meat and veggies.,437,Snack,Mexican,Restaurant I,Bangalore,4.8,Non-Veg,12% off
Cheeseburger,Juicy beef patty with melted cheese.,170,Main Course,American,Restaurant D,Mumbai,3.9,Non-Veg,12% off
Churros,Fried dough pastry dusted with sugar.,439,Dessert,Mexican,Restaurant G,Chennai,3.3,Non-Veg,12% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,209,Snack,Indian,Restaurant I,Mumbai,4.8,Non-Veg,8% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,254,Snack,Indian,Restaurant F,Delhi,3.9,Non-Veg,17% off
Lassi,Sweet yogurt-based drink.,366,Beverage,Indian,Restaurant A,Bangalore,3.6,Non-Veg,29% off
Chicken Biryani,Spicy and flavorful.,334,Main Course,Indian,Restaurant B,Delhi,3.8,Non-Veg,23% off
Chicken Biryani,Spicy and flavorful.,165,Main Course,Indian,Restaurant F,Chennai,3.9,Non-Veg,14% off
Hot Dog,Sausage served in a sliced bun.,195,Snack,American,Restaurant F,Chennai,3.3,Non-Veg,25% off
Samosa,Crispy fried pastry filled with spiced potatoes.,147,Snack,Indian,Restaurant J,Delhi,3.7,Non-Veg,18% off
Chicken Biryani,Spicy and flavorful.,458,Main Course,Indian,Restaurant G,Chennai,3.9,Non-Veg,29% off
Apple Pie,Classic American dessert with spiced apples.,287,Dessert,American,Restaurant I,Delhi,3.3,Non-Veg,30% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",253,Main Course,Mexican,Restaurant A,Mumbai,3.6,Non-Veg,20% off
Enchiladas,Corn tortillas rolled with filling and sauce.,282,Main Course,Mexican,Restaurant A,Bangalore,4.8,Non-Veg,10% off
Guacamole,Mashed avocado dip with lime and salt.,356,Snack,Mexican,Restaurant H,Delhi,3.3,Non-Veg,20% off
Chicken Burger,Crispy chicken patty in a bun.,163,Snack,American,Restaurant A,Bangalore,3.6,Non-Veg,23% off
Lassi,Sweet yogurt-based drink.,122,Beverage,Indian,Restaurant F,Delhi,3.6,Non-Veg,29% off
Fajitas,Grilled meat and vegetables served on tortillas.,468,Main Course,Mexican,Restaurant H,Chennai,3.9,Non-Veg,16% off
Milkshake,Thick and creamy milk-based drink.,147,Beverage,American,Restaurant F,Delhi,3.9,Non-Veg,20% off
Veg Biryani,Made with aromatic basmati rice.,428,Main Course,Indian,Restaurant J,Bangalore,3.6,Veg,30% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",255,Main Course,Mexican,Restaurant F,Mumbai,3.9,Non-Veg,9% off
Samosa,Crispy fried pastry filled with spiced potatoes.,111,Snack,Indian,Restaurant F,Bangalore,3.6,Non-Veg,27% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,336,Snack,Indian,Restaurant C,Chennai,3.9,Non-Veg,8% off
Hot Dog,Sausage served in a sliced bun.,480,Snack,American,Restaurant A,Mumbai,3.9,Non-Veg,22% off
Churros,Fried dough pastry dusted with sugar.,150,Dessert,Mexican,Restaurant J,Chennai,3.8,Non-Veg,16% off
Pancakes,Fluffy breakfast pancakes with syrup.,294,Dessert,American,Restaurant I,Bangalore,4.8,Non-Veg,14% off
Churros,Fried dough pastry dusted with sugar.,329,Dessert,Mexican,Restaurant G,Hyderabad,3.3,Non-Veg,10% off
Fajitas,Grilled meat and vegetables served on tortillas.,484,Main Course,Mexican,Restaurant J,Chennai,3.9,Non-Veg,16% off
Lassi,Sweet yogurt-based drink.,460,Beverage,Indian,Restaurant J,Chennai,3.8,Non-Veg,28% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",498,Main Course,Mexican,Restaurant H,Mumbai,3.7,Non-Veg,11% off
Chocolate Shake,Rich and creamy chocolate drink.,357,Beverage,American,Restaurant B,Mumbai,3.6,Non-Veg,30% off
Chicken Burger,Crispy chicken patty in a bun.,234,Snack,American,Restaurant B,Chennai,3.8,Non-Veg,24% off
French Fries,"Golden, crispy fried potatoes.",312,Snack,American,Restaurant E,Delhi,3.8,Non-Veg,12% off
Chicken Burger,Crispy chicken patty in a bun.,163,Snack,American,Restaurant G,Hyderabad,3.8,Non-Veg,24% off
Masala Dosa,South Indian rice pancake with masala.,288,Snack,Indian,Restaurant G,Bangalore,3.9,Non-Veg,24% off
Cheeseburger,Juicy beef patty with melted cheese.,358,Main Course,American,Restaurant C,Hyderabad,3.3,Non-Veg,28% off
Fish Curry,Fish cooked in coconut milk.,412,Main Course,Indian,Restaurant I,Chennai,3.3,Non-Veg,5% off
Enchiladas,Corn tortillas rolled with filling and sauce.,180,Main Course,Mexican,Restaurant J,Hyderabad,3.6,Non-Veg,26% off
Guacamole,Mashed avocado dip with lime and salt.,240,Snack,Mexican,Restaurant I,Chennai,3.7,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",264,Main Course,Mexican,Restaurant C,Delhi,3.9,Non-Veg,27% off
Fajitas,Grilled meat and vegetables served on tortillas.,404,Main Course,Mexican,Restaurant G,Chennai,3.3,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",288,Main Course,Mexican,Restaurant I,Chennai,3.9,Non-Veg,7% off
Hot Dog,Sausage served in a sliced bun.,340,Snack,American,Restaurant I,Hyderabad,3.9,Non-Veg,26% off
Margarita,Refreshing lime and tequila cocktail.,324,Beverage,Mexican,Restaurant J,Delhi,3.8,Non-Veg,20% off
Nachos,Tortilla chips topped with melted cheese and salsa.,452,Snack,Mexican,Restaurant J,Mumbai,3.6,Non-Veg,22% off
Hot Dog,Sausage served in a sliced bun.,434,Snack,American,Restaurant E,Chennai,3.6,Non-Veg,15% off
Chicken Burger,Crispy chicken patty in a bun.,484,Snack,American,Restaurant I,Chennai,3.8,Non-Veg,5% off
Milkshake,Thick and creamy milk-based drink.,184,Beverage,American,Restaurant H,Chennai,3.6,Non-Veg,16% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,389,Snack,Indian,Restaurant J,Bangalore,3.6,Non-Veg,22% off
Samosa,Crispy fried pastry filled with spiced potatoes.,414,Snack,Indian,Restaurant E,Delhi,3.9,Non-Veg,7% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,421,Snack,Indian,Restaurant A,Mumbai,3.7,Non-Veg,15% off
Paneer Tikka,Grilled paneer with Indian spices.,203,Snack,Indian,Restaurant J,Chennai,3.3,Veg,15% off
Fish Curry,Fish cooked in coconut milk.,127,Main Course,Indian,Restaurant D,Mumbai,3.6,Non-Veg,23% off
Tacos,Corn tortilla filled with meat and veggies.,185,Snack,Mexican,Restaurant F,Delhi,3.4,Non-Veg,8% off
Guacamole,Mashed avocado dip with lime and salt.,335,Snack,Mexican,Restaurant A,Chennai,3.9,Non-Veg,13% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",495,Main Course,Mexican,Restaurant E,Chennai,3.6,Non-Veg,6% off
Nachos,Tortilla chips topped with melted cheese and salsa.,158,Snack,Mexican,Restaurant I,Bangalore,3.6,Non-Veg,16% off
Apple Pie,Classic American dessert with spiced apples.,473,Dessert,American,Restaurant A,Delhi,4.8,Non-Veg,20% off
Enchiladas,Corn tortillas rolled with filling and sauce.,311,Main Course,Mexican,Restaurant I,Bangalore,3.3,Non-Veg,24% off
French Fries,"Golden, crispy fried potatoes.",356,Snack,American,Restaurant A,Hyderabad,3.3,Non-Veg,26% off
Pancakes,Fluffy breakfast pancakes with syrup.,454,Dessert,American,Restaurant B,Bangalore,3.9,Non-Veg,12% off
Chicken Biryani,Spicy and flavorful.,290,Main Course,Indian,Restaurant G,Chennai,3.4,Non-Veg,17% off
Masala Dosa,South Indian rice pancake with masala.,477,Snack,Indian,Restaurant E,Bangalore,3.7,Non-Veg,21% off
Pancakes,Fluffy breakfast pancakes with syrup.,323,Dessert,American,Restaurant B,Hyderabad,3.6,Non-Veg,22% off
French Fries,"Golden, crispy fried potatoes.",470,Snack,American,Restaurant J,Delhi,3.3,Non-Veg,9% off
Quesadilla,Grilled tortilla with melted cheese filling.,124,Snack,Mexican,Restaurant I,Delhi,3.8,Non-Veg,13% off
Mac and Cheese,Creamy macaroni and cheese dish.,102,Main Course,American,Restaurant B,Bangalore,3.9,Non-Veg,15% off
Mac and Cheese,Creamy macaroni and cheese dish.,327,Main Course,American,Restaurant C,Delhi,3.9,Non-Veg,9% off
Mac and Cheese,Creamy macaroni and cheese dish.,171,Main Course,American,Restaurant C,Hyderabad,3.6,Non-Veg,12% off
Hot Dog,Sausage served in a sliced bun.,406,Snack,American,Restaurant C,Bangalore,3.6,Non-Veg,28% off
Masala Dosa,South Indian rice pancake with masala.,238,Snack,Indian,Restaurant H,Hyderabad,3.8,Non-Veg,25% off
Fish Curry,Fish cooked in coconut milk.,186,Main Course,Indian,Restaurant E,Mumbai,3.7,Non-Veg,7% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,214,Snack,Indian,Restaurant E,Mumbai,3.6,Non-Veg,28% off
Guacamole,Mashed avocado dip with lime and salt.,234,Snack,Mexican,Restaurant I,Chennai,3.4,Non-Veg,16% off
Quesadilla,Grilled tortilla with melted cheese filling.,111,Snack,Mexican,Restaurant H,Mumbai,3.6,Non-Veg,30% off
Mac and Cheese,Creamy macaroni and cheese dish.,463,Main Course,American,Restaurant A,Mumbai,3.7,Non-Veg,22% off
Fajitas,Grilled meat and vegetables served on tortillas.,355,Main Course,Mexican,Restaurant A,Mumbai,3.6,Non-Veg,5% off
Lassi,Sweet yogurt-based drink.,317,Beverage,Indian,Restaurant F,Chennai,3.3,Non-Veg,14% off
Milkshake,Thick and creamy milk-based drink.,208,Beverage,American,Restaurant G,Hyderabad,3.7,Non-Veg,26% off
Apple Pie,Classic American dessert with spiced apples.,256,Dessert,American,Restaurant J,Hyderabad,3.7,Non-Veg,29% off
Pancakes,Fluffy breakfast pancakes with syrup.,238,Dessert,American,Restaurant F,Chennai,3.6,Non-Veg,23% off
Mac and Cheese,Creamy macaroni and cheese dish.,239,Main Course,American,Restaurant I,Mumbai,3.3,Non-Veg,21% off
Chicken Biryani,Spicy and flavorful.,380,Main Course,Indian,Restaurant E,Mumbai,3.9,Non-Veg,9% off
Quesadilla,Grilled tortilla with melted cheese filling.,462,Snack,Mexican,Restaurant D,Hyderabad,4.8,Non-Veg,5% off
Chicken Burger,Crispy chicken patty in a bun.,118,Snack,American,Restaurant I,Hyderabad,3.8,Non-Veg,23% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",387,Main Course,Mexican,Restaurant A,Hyderabad,3.3,Non-Veg,29% off
Lassi,Sweet yogurt-based drink.,147,Beverage,Indian,Restaurant E,Hyderabad,4.8,Non-Veg,8% off
Paneer Tikka,Grilled paneer with Indian spices.,356,Snack,Indian,Restaurant E,Delhi,3.8,Veg,6% off
Chicken Biryani,Spicy and flavorful.,319,Main Course,Indian,Restaurant A,Bangalore,3.6,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",423,Main Course,Mexican,Restaurant B,Hyderabad,3.9,Non-Veg,16% off
Dal Tadka,Yellow lentils tempered with spices.,137,Main Course,Indian,Restaurant F,Chennai,3.3,Non-Veg,16% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",147,Main Course,Mexican,Restaurant F,Bangalore,3.3,Non-Veg,20% off
Margarita,Refreshing lime and tequila cocktail.,323,Beverage,Mexican,Restaurant J,Delhi,3.6,Non-Veg,13% off
Chicken Biryani,Spicy and flavorful.,269,Main Course,Indian,Restaurant H,Mumbai,3.8,Non-Veg,15% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,464,Beverage,American,Restaurant C,Mumbai,3.8,Non-Veg,24% off
Quesadilla,Grilled tortilla with melted cheese filling.,340,Snack,Mexican,Restaurant F,Hyderabad,3.6,Non-Veg,30% off
French Fries,"Golden, crispy fried potatoes.",442,Snack,American,Restaurant J,Mumbai,4.8,Non-Veg,30% off
Enchiladas,Corn tortillas rolled with filling and sauce.,355,Main Course,Mexican,Restaurant A,Mumbai,3.7,Non-Veg,29% off
Cheeseburger,Juicy beef patty with melted cheese.,141,Main Course,American,Restaurant H,Mumbai,4.8,Non-Veg,28% off
Guacamole,Mashed avocado dip with lime and salt.,306,Snack,Mexican,Restaurant H,Chennai,3.9,Non-Veg,27% off
Cheeseburger,Juicy beef patty with melted cheese.,187,Main Course,American,Restaurant B,Delhi,3.8,Non-Veg,6% off
Pancakes,Fluffy breakfast pancakes with syrup.,472,Dessert,American,Restaurant J,Bangalore,3.6,Non-Veg,20% off
Chocolate Shake,Rich and creamy chocolate drink.,133,Beverage,American,Restaurant I,Chennai,3.3,Non-Veg,22% off
Butter Naan,Soft bread with butter.,319,Main Course,Indian,Restaurant B,Bangalore,3.9,Non-Veg,8% off
Enchiladas,Corn tortillas rolled with filling and sauce.,276,Main Course,Mexican,Restaurant A,Chennai,3.3,Non-Veg,22% off
Nachos,Tortilla chips topped with melted cheese and salsa.,428,Snack,Mexican,Restaurant A,Mumbai,3.6,Non-Veg,19% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,394,Beverage,American,Restaurant F,Bangalore,3.3,Non-Veg,12% off
Chicken Burger,Crispy chicken patty in a bun.,394,Snack,American,Restaurant H,Mumbai,4.8,Non-Veg,11% off
Mexican Rice,Rice cooked with tomatoes and spices.,131,Main Course,Mexican,Restaurant E,Hyderabad,3.8,Non-Veg,19% off
Fish Curry,Fish cooked in coconut milk.,338,Main Course,Indian,Restaurant J,Bangalore,3.3,Non-Veg,12% off
Churros,Fried dough pastry dusted with sugar.,289,Dessert,Mexican,Restaurant B,Mumbai,3.4,Non-Veg,18% off
Butter Naan,Soft bread with butter.,143,Main Course,Indian,Restaurant F,Hyderabad,3.4,Non-Veg,18% off
Margarita,Refreshing lime and tequila cocktail.,367,Beverage,Mexican,Restaurant I,Hyderabad,3.6,Non-Veg,14% off
Dal Tadka,Yellow lentils tempered with spices.,127,Main Course,Indian,Restaurant E,Bangalore,3.8,Non-Veg,20% off
Hot Dog,Sausage served in a sliced bun.,195,Snack,American,Restaurant C,Hyderabad,3.4,Non-Veg,9% off
Apple Pie,Classic American dessert with spiced apples.,151,Dessert,American,Restaurant H,Hyderabad,3.3,Non-Veg,23% off
Enchiladas,Corn tortillas rolled with filling and sauce.,366,Main Course,Mexican,Restaurant D,Delhi,3.4,Non-Veg,20% off
Churros,Fried dough pastry dusted with sugar.,468,Dessert,Mexican,Restaurant B,Bangalore,3.7,Non-Veg,5% off
Fajitas,Grilled meat and vegetables served on tortillas.,152,Main Course,Mexican,Restaurant E,Delhi,3.6,Non-Veg,16% off
Hot Dog,Sausage served in a sliced bun.,142,Snack,American,Restaurant H,Chennai,3.9,Non-Veg,6% off
Chicken Biryani,Spicy and flavorful.,467,Main Course,Indian,Restaurant H,Bangalore,3.4,Non-Veg,9% off
Paneer Tikka,Grilled paneer with Indian spices.,496,Snack,Indian,Restaurant F,Bangalore,3.6,Veg,19% off
Veg Biryani,Made with aromatic basmati rice.,229,Main Course,Indian,Restaurant A,Hyderabad,3.3,Veg,23% off
Lassi,Sweet yogurt-based drink.,198,Beverage,Indian,Restaurant J,Chennai,3.9,Non-Veg,8% off
Mac and Cheese,Creamy macaroni and cheese dish.,410,Main Course,American,Restaurant J,Delhi,3.6,Non-Veg,8% off
Churros,Fried dough pastry dusted with sugar.,300,Dessert,Mexican,Restaurant D,Chennai,3.4,Non-Veg,18% off
Samosa,Crispy fried pastry filled with spiced potatoes.,188,Snack,Indian,Restaurant A,Delhi,3.4,Non-Veg,12% off
Guacamole,Mashed avocado dip with lime and salt.,129,Snack,Mexican,Restaurant F,Hyderabad,4.8,Non-Veg,19% off
Dal Tadka,Yellow lentils tempered with spices.,361,Main Course,Indian,Restaurant B,Mumbai,3.9,Non-Veg,15% off
Pancakes,Fluffy breakfast pancakes with syrup.,427,Dessert,American,Restaurant F,Delhi,3.8,Non-Veg,18% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,314,Beverage,American,Restaurant B,Hyderabad,3.9,Non-Veg,14% off
Samosa,Crispy fried pastry filled with spiced potatoes.,248,Snack,Indian,Restaurant J,Delhi,4.8,Non-Veg,10% off
Butter Naan,Soft bread with butter.,410,Main Course,Indian,Restaurant H,Mumbai,4.8,Non-Veg,8% off
Chicken Burger,Crispy chicken patty in a bun.,217,Snack,American,Restaurant J,Hyderabad,3.3,Non-Veg,16% off
Churros,Fried dough pastry dusted with sugar.,240,Dessert,Mexican,Restaurant J,Bangalore,3.3,Non-Veg,20% off
